"Country","SDG.target","Indc.text","Status","Sector","Climate.response"
"Lesotho","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Sorghum breeding for high yield and drought tolerance","Existing","Agriculture","Adaptation"
"Liberia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop and promote drought-resistant, flood- tolerant and early maturing crop species","Future","Agriculture","Adaptation"
"Liberia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop climate resilient crop/agroforestry diversification and livestock production systems","Future","Agriculture","Adaptation"
"Liberia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Establishment of a gene bank of climate resilient varieties of indigenous food crops","Future","Agriculture","Adaptation"
"Liberia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Intercropping, irrigation and the optimization of lowland/swamp farming","Future","Agriculture","Adaptation"
"Liberia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Pest control including fencing of farms against rodents, birds scarescrows, regular weeding, and the use of high echoing bells","Future","Agriculture","Adaptation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of Resilient Agriculture Integrated Model pilot projects/programmes (combination of watershed management, selected/adapted varieties, locally-produced compost, rehabilitation of hydro-agricultural infrastructures, input access facilitation system, conservation agriculture, and agroforestry) or “climate-smart agriculture”;","Future","Agriculture","Adaptation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Dissemination of arboriculture (from 2018: 5,000 ha per year).","Future","Agriculture","Mitigation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Effective application of existing or newly established sectorial policies: flood and cyclone-resistant hydro-agricultural infrastructures standards, cyclone resistant buildings standards, flood-resistant terrestrial transport infrastructure standards, local for climate hazard community guideline for Water-Sanitation-Hygiene ;","Future","Agriculture","Adaptation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Effective implementation of multi-hazard early warning systems, including cyclones, floods, food security, drought, hunger, health and phytosanitory monitoring;","Future","Agriculture","Adaptation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Large scale dissemination of intensive/improved rice farming techniques (SRI/SRA);","Future","Agriculture","Mitigation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Large scale implementation of conservation agriculture and climate-smart agriculture;","Future","Agriculture","Mitigation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of intensive/improved rice farming system and rain-fed rice farming technique;","Future","Agriculture","Adaptation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthen and upgrade casualty multi-hazard early warning systems including the aspects of phytosanitory, agricultural, drought and food security monitoring;","Future","Agriculture","Adaptation"
"Madagascar","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Widespread application of Resilient Agriculture Integrated Models in major agricultural centre, cash crop zones, extensive livestock farming areas, priority areas for fisheries, mangroves, as well as drought hotspots;","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote the growing of drought torelant crop varities","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Build adaptation capacity in climate resilient agronomic practices for smallholder farmers","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Build capacity to implement and monitor the agriculture NAMA","Future","Agriculture","Mitigation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Capacity building in aquaculture and cage culture fish farming practices","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop appropriate extension and training materials for climate resilient agronomic practices","Future","Agriculture","Mitigation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Expanded programmes of Greenbelt intiative from 40000 ha to 10000 ha by 2030","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Implement conservation agriculture and agroforestry practices","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Increase irrigation at smallholder level","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Increase land under irrigation through Greenbelt initiative from 20000 to 40000 ha","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Process municipal solid wastes into fertilisers","Future","Agriculture","Mitigation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote improved land use practices","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote on-farm water conservation technologies","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Support an expanded programme of constructing multipurpose dams for irrigation and aquaculture","Future","Agriculture","Adaptation"
"Malawi","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Upscale the dissemination of climate resilient agronomic practices to above 10% of current cropland","Future","Agriculture","Mitigation"
"Malaysia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","expand implementation of good agricultural practices and intensifying research and development for improving agriculture production.","Future","Agriculture","Adaptation"
"Malaysia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","New granary areas and adequate and efficient irrigation and drainage infrastructure will be developed to increase the production of rice.","Future","Agriculture","Adaptation"
"Maldives","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion and introduction of alternative technologies to make local agriculture more resilient","Future","Agriculture","Adaptation"
"Maldives","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Establishment of strategic food storage facilities and distribution centres across the country as an adaptive measure to increase accessibility and reduce the risk of food shortages during extreme events.","Future","Agriculture","Adaptation"
"Maldives","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion and introduction of alternative technologies to make local agriculture more resilient","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of cereal banks","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote sustainable, modern and competitive agriculture based primarily on family farms.","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","pastoral development resilient to the changes of the land aiming at the materialization of 3,300 km of transhumance axes in order to reduce conflicts between farmers and pastoralists, the construction of 21 perimeters and pastoral areas with a total area of ​​400,000 ha","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Intensive rice cultivation system (IRS);","Future","Agriculture","Mitigation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","increasing resilience to climate change through agricultural and pastoral management;","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","For the livestock and chemical fertilizer sub-sectors, the mitigation measure will focus on the substitution of nitrogen-rich urea with organic manure, the production of which will reduce decomposition-related manure emissions. anaerobic","Future","Agriculture","Mitigation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","For the irrigated rice subsector, mitigation will focus on water management through intermittent irrigation to avoid permanent flooding of rice-growing land as a source of fermentation emissions.","Future","Agriculture","Mitigation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development and popularization of crop varieties; improved and adapted animal types and forage crops;","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","the micro-dose","Future","Agriculture","Mitigation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The production of 101 organic manure.","Future","Agriculture","Mitigation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","the development of an intelligent agriculture and resilient to the domatic changes, for the hydro-agricultural development of 92 000 ha in the context of a sustainable management of the lands with the commitment of the State to devote 15% of the National Budget to agriculture;","Future","Agriculture","Adaptation"
"Mali","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Small-scale agricultural development and land conservation;","Future","Agriculture","Adaptation"
"Mauritius","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Investment in water infrastructure to support irrigation projects and development of a policy framework to enhance access to, and productive use of, water in the agricultural sector. Promote climate smart agriculture practices","Future","Agriculture","Adaptation"
"Mauritius","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop an integrated strategy and policy to foster adoption of Integrated Pest and Disease Management (IPDM) practices including the review of policy and regulatory framework to facilitate the upscaling of IPDM technology and regulate the use and disposal of pesticides.","Future","Agriculture","Adaptation"
"Mauritius","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","climate smart agriculture including bio-farming;","Future","Agriculture","Mitigation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","developing and implementing local adaptation action plans (at community level);","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","developing and implementing plans for land improvement that would increase the precipitation likelihood (including afforestation, water surfaces, etc.);","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","use research to combat current vulnerabilities and change crops structure promoting an agriculture less exposed to climate change;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","encourage crop/farm insurance;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","improve the availability and applicability of modelling and adaptation options to be used by farmers (provide data and results on the reaction of water resource to possible climate change scenarios, promote the use of GIS technology, etc.);","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop infrastructure and technologies needed for local interventions to combat extreme weather events to protect crops and local communities.","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","measures to protect irrigation infrastructure against flooding","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","popularization of new technologies addressing soil structure stability and soil treatment for enlarging the active layer of the root zone for enlarging water uptake;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","landscape management by maintaining landscape elements that provide shelter to livestock;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","improved soil management by increasing water retention to maintain the soil moisture;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","efficient use of water by reducing water losses, improving irrigation techniques, water recycling and storage;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","increase the efficiency of pest and disease control;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","crops adaptation by using the existing genetic diversity and new opportunities provided by biotechnology;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","choose crops and varieties better adapted to changes in the growing season and to water availability, as well as greater resilience to new climate conditions;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","improve ventilation and air conditioning systems of livestock farms;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop technical solutions to cope with extreme weather events, to protect the crops and livestock;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","adapting of periods during which agricultural activities are carried out;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","create tools for risk and crisis management to cope with the economic consequences of climate related events.","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop irrigation plans based on a careful assessment of their impact, future water availability and water needs, taking into account the supply-demand balance;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","assure increased investments in efficiency of irrigation infrastructure, aqua-technologies and improvement of water resources management;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","improve the capacities for the adaptation to climate change effects through raising the awareness of stakeholders with agricultural advice and essential information on farm management;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","support agricultural research and experimental production for the selection of crops and development of the best varieties that are better suited to the new climate conditions;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","dentify vulnerable areas and subsectors, assess the needs and opportunities of alternative crops, and change varieties as a response to climate change;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","introduce livestock species resilient to extreme temperatures and adapt the nutritional regime of livestock to demands caused by climate change;","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","runoff reduction by agronomic practices (no‐tillage can reduce water runoff);","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop new complex agricultural water management programmes (combining irrigation, fishery and excess inland water management);","future","Agriculture","Adaptation"
"Moldova","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","developing good practice guides for agriculture sector, especially for non-irrigated agriculture;","future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To reduce bare fallow to 30%","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To create regulations on soil protection (soil texture, nutrient and moisture)","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To create regulations for pasture use","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Regulate headcounts and types of animals including wild animals to match with pasture carrying capacities","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To set up taxation system for pasture use","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reduce rate of pasture degradation","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Maintain livestock population at appropriate levels according to the pasture carrying capacity.","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Arable farming</em></strong> aspires to meet the total national need in crops by reducing bare fallow and soil moisture loss, introducing medium and long-term varieties of crops, increased irrigation with water saving technologies including snow, and rain water harvesting.","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Animal husbandry</em></strong> aims to maintain ecosystem balance through improving pasture management.","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Agriculture (development of a comprehensive plan for emission reductions in the livestock sub-sector for implementation between 2020 and 2030),","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To introduce crop rotation system with 3-4 routes and 3-5 crops","Future","Agriculture","Adaptation"
"Mongolia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To introduce effective drip irrigation technology reducing water use by 2.5-5.0 times","Future","Agriculture","Adaptation"
