Id,Iso code3,Country,SDG,SDG target,Indc text,Status,Sector,Climate response,Type of information
332046,LBR,Liberia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop climate resilient crop/agroforestry diversification and livestock production systems,Future,Agriculture,Adaptation,Action
332054,LBR,Liberia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Establishment of a gene bank of climate resilient varieties of indigenous food crops,Future,Agriculture,Adaptation,Action
332077,LBR,Liberia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Intercropping, irrigation and the optimization of lowland/swamp farming",Future,Agriculture,Adaptation,Action
332081,LBR,Liberia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Pest control including fencing of farms against rodents, birds scarescrows, regular weeding, and the use of high echoing bells",Future,Agriculture,Adaptation,Action
332099,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Development of Resilient Agriculture Integrated Model pilot projects/programmes (combination of watershed management, selected/adapted varieties, locally-produced compost, rehabilitation of hydro-agricultural infrastructures, input access facilitation system, conservation agriculture, and agroforestry) or “climate-smart agriculture”;",Future,Agriculture,Adaptation,Action
332101,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Dissemination of arboriculture (from 2018: 5,000 ha per year).",Future,Agriculture,Mitigation,Action
332102,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Effective application of existing or newly established sectorial policies: flood and cyclone-resistant hydro-agricultural infrastructures standards, cyclone resistant buildings standards, flood-resistant terrestrial transport infrastructure standards, local for climate hazard community guideline for Water-Sanitation-Hygiene ;",Future,Agriculture,Adaptation,Action
332123,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Effective implementation of multi-hazard early warning systems, including cyclones, floods, food security, drought, hunger, health and phytosanitory monitoring;",Future,Agriculture,Adaptation,Action
332139,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Large scale dissemination of intensive/improved rice farming techniques (SRI/SRA);,Future,Agriculture,Mitigation,Action
332140,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Large scale implementation of conservation agriculture and climate-smart agriculture;,Future,Agriculture,Mitigation,Action
332142,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promotion of intensive/improved rice farming system and rain-fed rice farming technique;,Future,Agriculture,Adaptation,Action
332155,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthen and upgrade casualty multi-hazard early warning systems including the aspects of phytosanitory, agricultural, drought and food security monitoring;",Future,Agriculture,Adaptation,Action
332160,MDG,Madagascar,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Widespread application of Resilient Agriculture Integrated Models in major agricultural centre, cash crop zones, extensive livestock farming areas, priority areas for fisheries, mangroves, as well as drought hotspots;",Future,Agriculture,Adaptation,Action
332252,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promote the growing of drought torelant crop varities,Future,Agriculture,Adaptation,Action
332166,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Build adaptation capacity in climate resilient agronomic practices for smallholder farmers,Future,Agriculture,Adaptation,Action
332171,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Build capacity to implement and monitor the agriculture NAMA,Future,Agriculture,Mitigation,Action
332173,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Capacity building in aquaculture and cage culture fish farming practices,Future,Agriculture,Adaptation,Action
332182,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop appropriate extension and training materials for climate resilient agronomic practices,Future,Agriculture,Mitigation,Action
332197,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Expanded programmes of Greenbelt intiative from 40000 ha to 10000 ha by 2030,Future,Agriculture,Adaptation,Action
332198,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Implement conservation agriculture and agroforestry practices,Future,Agriculture,Adaptation,Action
332212,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Increase irrigation at smallholder level,Future,Agriculture,Adaptation,Action
332213,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Increase land under irrigation through Greenbelt initiative from 20000 to 40000 ha,Future,Agriculture,Adaptation,Action
332224,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Process municipal solid wastes into fertilisers,Future,Agriculture,Mitigation,Action
332241,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promote improved land use practices,Future,Agriculture,Adaptation,Action
332242,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promote on-farm water conservation technologies,Future,Agriculture,Adaptation,Action
332261,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Support an expanded programme of constructing multipurpose dams for irrigation and aquaculture,Future,Agriculture,Adaptation,Action
332284,MWI,Malawi,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Upscale the dissemination of climate resilient agronomic practices to above 10% of current cropland,Future,Agriculture,Mitigation,Action
332297,MYS,Malaysia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",expand implementation of good agricultural practices and intensifying research and development for improving agriculture production.,Future,Agriculture,Adaptation,Action
332302,MYS,Malaysia,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",New granary areas and adequate and efficient irrigation and drainage infrastructure will be developed to increase the production of rice.,Future,Agriculture,Adaptation,Action
332359,MDV,Maldives,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promotion and introduction of alternative technologies to make local agriculture more resilient,Future,Agriculture,Adaptation,Action
332335,MDV,Maldives,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Establishment of strategic food storage facilities and distribution centres across the country as an adaptive measure to increase accessibility and reduce the risk of food shortages during extreme events.,Future,Agriculture,Adaptation,Action
332360,MDV,Maldives,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promotion and introduction of alternative technologies to make local agriculture more resilient,Future,Agriculture,Adaptation,Action
332422,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Promotion of cereal banks,Future,Agriculture,Adaptation,Action
332420,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote sustainable, modern and competitive agriculture based primarily on family farms.",Future,Agriculture,Adaptation,Action
332415,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","pastoral development resilient to the changes of the land aiming at the materialization of 3,300 km of transhumance axes in order to reduce conflicts between farmers and pastoralists, the construction of 21 perimeters and pastoral areas with a total area of ​​400,000 ha",Future,Agriculture,Adaptation,Action
332406,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Intensive rice cultivation system (IRS);,Future,Agriculture,Mitigation,Action
332405,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",increasing resilience to climate change through agricultural and pastoral management;,Future,Agriculture,Adaptation,Action
332397,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","For the livestock and chemical fertilizer sub-sectors, the mitigation measure will focus on the substitution of nitrogen-rich urea with organic manure, the production of which will reduce decomposition-related manure emissions. anaerobic",Future,Agriculture,Mitigation,Action
332393,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","For the irrigated rice subsector, mitigation will focus on water management through intermittent irrigation to avoid permanent flooding of rice-growing land as a source of fermentation emissions.",Future,Agriculture,Mitigation,Action
332383,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Development and popularization of crop varieties; improved and adapted animal types and forage crops;,Future,Agriculture,Adaptation,Action
332439,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",the micro-dose,Future,Agriculture,Mitigation,Action
332440,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",The production of 101 organic manure.,Future,Agriculture,Mitigation,Action
332434,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","the development of an intelligent agriculture and resilient to the domatic changes, for the hydro-agricultural development of 92 000 ha in the context of a sustainable management of the lands with the commitment of the State to devote 15% of the National Budget to agriculture;",Future,Agriculture,Adaptation,Action
332432,MLI,Mali,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Small-scale agricultural development and land conservation;,Future,Agriculture,Adaptation,Action
332512,MUS,Mauritius,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Investment in water infrastructure to support irrigation projects and development of a policy framework to enhance access to, and productive use of, water in the agricultural sector. Promote climate smart agriculture practices",Future,Agriculture,Adaptation,Action
332486,MUS,Mauritius,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Develop an integrated strategy and policy to foster adoption of Integrated Pest and Disease Management (IPDM) practices including the review of policy and regulatory framework to facilitate the upscaling of IPDM technology and regulate the use and disposal of pesticides.,Future,Agriculture,Adaptation,Action
332485,MUS,Mauritius,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",climate smart agriculture including bio-farming;,Future,Agriculture,Mitigation,Action
333706,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",developing and implementing local adaptation action plans (at community level);,future,Agriculture,Adaptation,Action
333707,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","developing and implementing plans for land improvement that would increase the precipitation likelihood (including afforestation, water surfaces, etc.);",future,Agriculture,Adaptation,Action
333708,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",use research to combat current vulnerabilities and change crops structure promoting an agriculture less exposed to climate change;,future,Agriculture,Adaptation,Action
333709,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",encourage crop/farm insurance;,future,Agriculture,Adaptation,Action
333710,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","improve the availability and applicability of modelling and adaptation options to be used by farmers (provide data and results on the reaction of water resource to possible climate change scenarios, promote the use of GIS technology, etc.);",future,Agriculture,Adaptation,Action
333711,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",develop infrastructure and technologies needed for local interventions to combat extreme weather events to protect crops and local communities.,future,Agriculture,Adaptation,Action
333712,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",measures to protect irrigation infrastructure against flooding,future,Agriculture,Adaptation,Action
333702,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",popularization of new technologies addressing soil structure stability and soil treatment for enlarging the active layer of the root zone for enlarging water uptake;,future,Agriculture,Adaptation,Action
333700,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",landscape management by maintaining landscape elements that provide shelter to livestock;,future,Agriculture,Adaptation,Action
333699,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",improved soil management by increasing water retention to maintain the soil moisture;,future,Agriculture,Adaptation,Action
333698,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","efficient use of water by reducing water losses, improving irrigation techniques, water recycling and storage;",future,Agriculture,Adaptation,Action
333697,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",increase the efficiency of pest and disease control;,future,Agriculture,Adaptation,Action
333696,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",crops adaptation by using the existing genetic diversity and new opportunities provided by biotechnology;,future,Agriculture,Adaptation,Action
333695,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","choose crops and varieties better adapted to changes in the growing season and to water availability, as well as greater resilience to new climate conditions;",future,Agriculture,Adaptation,Action
333694,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",improve ventilation and air conditioning systems of livestock farms;,future,Agriculture,Adaptation,Action
333693,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop technical solutions to cope with extreme weather events, to protect the crops and livestock;",future,Agriculture,Adaptation,Action
333692,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",adapting of periods during which agricultural activities are carried out;,future,Agriculture,Adaptation,Action
333691,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",create tools for risk and crisis management to cope with the economic consequences of climate related events.,future,Agriculture,Adaptation,Action
333690,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","develop irrigation plans based on a careful assessment of their impact, future water availability and water needs, taking into account the supply-demand balance;",future,Agriculture,Adaptation,Action
333689,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","assure increased investments in efficiency of irrigation infrastructure, aqua-technologies and improvement of water resources management;",future,Agriculture,Adaptation,Action
333688,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",improve the capacities for the adaptation to climate change effects through raising the awareness of stakeholders with agricultural advice and essential information on farm management;,future,Agriculture,Adaptation,Action
333687,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",support agricultural research and experimental production for the selection of crops and development of the best varieties that are better suited to the new climate conditions;,future,Agriculture,Adaptation,Action
333686,MDA,Moldova,"2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","dentify vulnerable areas and subsectors, assess the needs and opportunities of alternative crops, and change varieties as a response to climate change;",future,Agriculture,Adaptation,Action
